Year,Distance,Fuel,Seller_Type,isManual,Owner,Engine,Power,Seats,Price
2019,13000,4,3,1,1,1197.0,83.0,5.0,570000
2008,90000,1,3,1,4,2494.0,102.0,8.0,160000
2020,35000,1,3,1,1,2179.0,120.0,7.0,1220000
2017,112000,1,3,1,1,1997.0,138.0,7.0,800000
2017,40000,4,3,0,1,1197.0,83.0,5.0,660000
2017,53580,4,3,1,1,1199.0,89.0,5.0,575000
2013,51500,1,3,1,2,1493.0,100.0,7.0,240000
2019,22000,4,3,1,1,1497.0,118.0,5.0,950000
2017,23700,4,3,1,1,799.0,53.0,5.0,419000
2017,48069,4,3,0,1,1197.0,83.0,5.0,750000
2019,48000,1,3,0,1,1968.0,188.0,5.0,3400000
2015,47981,1,3,0,1,1968.0,141.0,5.0,1160000
2021,26000,1,3,1,1,1493.0,113.0,7.0,1750000
2020,63000,1,3,0,1,1493.0,113.0,5.0,1575000
2019,71500,1,3,0,2,2755.0,174.0,7.0,2811000
2016,16630,4,3,1,1,1197.0,81.0,5.0,475000
2018,36000,1,3,0,1,1968.0,190.0,5.0,4351000
2017,47255,4,3,1,1,1497.0,117.0,5.0,850000
2018,50000,1,3,1,1,2179.0,153.0,7.0,1095000
2021,18703,1,3,0,1,2993.0,261.0,5.0,7700000
2021,7935,4,3,0,0,1984.0,241.0,5.0,5800000
2022,9355,4,3,0,1,1497.0,113.0,5.0,1925000
2018,34800,4,3,1,1,799.0,53.0,5.0,305000
2013,72000,1,3,1,2,1461.0,84.0,5.0,385000
2012,86288,1,3,1,1,1598.0,103.0,5.0,500000
2017,24003,4,3,1,1,1199.0,89.0,5.0,655000
2017,28000,1,3,1,1,1497.0,108.0,5.0,925000
2017,65000,1,3,1,1,1396.0,89.0,5.0,690000
2019,75000,1,3,1,1,2179.0,153.0,7.0,1500000
2015,45000,1,3,1,2,1248.0,89.0,7.0,625000
2018,71000,1,3,1,2,1582.0,126.0,5.0,844999
2018,54000,4,3,0,1,1497.0,117.0,7.0,745000
2015,49776,1,3,0,1,1493.0,84.0,7.0,650000
2017,61000,1,3,1,1,1248.0,89.0,5.0,640000
2017,68000,1,1,0,2,1984.0,150.0,5.0,2050000
2014,47884,4,3,0,1,998.0,67.0,5.0,395000
2017,56000,4,3,0,1,1798.0,177.0,5.0,1390000
2010,58424,4,3,1,1,1497.0,118.0,5.0,365000
2017,55000,1,3,1,1,1120.0,71.0,5.0,451000
2017,45000,1,3,0,1,2755.0,172.0,7.0,2150000
2011,75000,1,3,1,1,1248.0,75.0,5.0,195000
2018,47000,4,3,1,1,1598.0,104.0,5.0,880000
2019,38000,4,3,0,1,1591.0,121.0,5.0,1180000
2016,17000,4,3,1,1,796.0,47.0,5.0,285000
2020,20000,1,3,0,1,2993.0,258.0,7.0,7998999
2018,925000,1,3,1,1,1582.0,126.0,5.0,925000
2019,35000,1,3,1,1,1498.0,99.0,5.0,675000
2015,34303,1,3,0,2,1496.0,114.0,5.0,2500000
2019,34000,1,3,0,1,1968.0,190.0,5.0,3675000
2022,8000,1,3,0,1,1493.0,113.0,7.0,2400000
2020,27000,1,3,1,1,1493.0,113.0,5.0,1300000
2021,6600,4,3,0,1,1197.0,82.0,5.0,825000
2015,125000,1,3,1,3,2494.0,101.0,8.0,899000
2021,13424,4,3,1,1,796.0,47.0,5.0,409999
2015,78000,0,3,1,1,796.0,47.0,5.0,289000
2011,69276,4,3,1,1,998.0,67.0,5.0,280000
2017,31000,1,3,1,1,1582.0,126.0,5.0,811999
2017,33000,1,3,0,2,2993.0,261.0,4.0,5400000
2012,54000,4,3,1,1,998.0,68.0,5.0,220000
2014,54000,1,3,1,1,1498.0,89.0,5.0,625000
2017,75000,1,3,1,1,1248.0,89.0,5.0,725000
2017,63651,1,3,0,1,1995.0,190.0,5.0,4195000
2014,71796,1,3,0,3,1968.0,174.0,5.0,1450000
2014,74000,1,3,1,2,1461.0,84.0,5.0,425000
2013,82461,4,3,1,1,814.0,55.0,5.0,250000
2018,66000,1,3,1,1,1248.0,74.0,5.0,800000
2015,87000,1,3,1,1,2179.0,120.0,8.0,875000
2016,61109,1,3,0,2,2143.0,134.0,5.0,2275000
2019,32000,4,3,1,1,1199.0,84.0,5.0,525000
2021,6600,4,3,0,1,2996.0,362.0,5.0,20000000
2021,14000,4,3,1,1,1997.0,150.0,4.0,1520000
2009,135797,4,3,1,2,1086.0,67.0,5.0,170000
2019,42475,1,3,0,1,3198.0,197.0,7.0,3300000
2018,27239,4,3,0,1,998.0,67.0,5.0,575000
2013,66000,4,3,1,1,995.0,62.0,5.0,190000
2022,2272,4,3,1,1,1197.0,82.0,5.0,755000
2015,50000,4,3,0,1,1997.0,154.0,5.0,1130000
2017,38674,4,3,1,1,1197.0,83.0,5.0,610000
2016,40000,1,3,0,1,1968.0,174.0,5.0,1875000
2021,14000,0,3,1,1,796.0,47.0,5.0,480000
2019,32000,4,3,1,1,999.0,67.0,5.0,365000
2017,82000,1,3,1,1,1498.0,99.0,5.0,745000
2013,52000,4,3,0,2,1595.0,120.0,5.0,1150000
2014,56000,1,3,1,3,1120.0,71.0,5.0,200000
2016,42000,4,3,0,1,1497.0,117.0,5.0,775000
2016,57983,4,3,1,1,1591.0,122.0,5.0,860000
2018,15600,4,1,0,1,1395.0,148.0,5.0,2089999
2019,26000,1,3,1,1,1582.0,126.0,5.0,1100000
2021,5000,1,3,0,0,2925.0,282.0,5.0,18500000
2011,90000,1,3,1,2,1248.0,74.0,5.0,260000
2016,43323,1,3,0,2,2143.0,204.0,5.0,2690000
2020,94182,1,3,0,1,1968.0,141.0,5.0,1400000
2022,3395,4,3,1,1,1086.0,68.0,5.0,515000
2014,53213,1,3,1,1,1248.0,89.0,7.0,600000
2017,93000,1,3,0,1,3198.0,197.0,7.0,2000000
2018,45000,1,3,0,1,1999.0,177.0,5.0,2850000
2017,110000,1,3,0,1,2755.0,174.0,7.0,3200000
2016,70000,4,3,1,1,1798.0,138.0,5.0,1075000
2020,40000,4,3,1,1,1199.0,85.0,5.0,575000
2018,52000,1,3,0,1,1969.0,190.0,5.0,3950000
2019,6200,4,3,1,1,1462.0,103.0,5.0,750000
2017,75650,1,3,1,1,1498.0,99.0,5.0,755000
2010,60000,4,3,1,3,1197.0,80.0,5.0,190000
2014,89000,1,3,1,1,1248.0,74.0,5.0,425000
2019,56000,0,3,1,1,796.0,47.0,5.0,390000
2017,57000,1,3,1,2,1582.0,126.0,5.0,855000
2012,56000,4,3,1,1,814.0,55.0,5.0,225000
2016,60000,1,3,0,1,1968.0,190.0,5.0,2425000
2019,61805,1,3,1,1,2179.0,140.0,7.0,1270000
2014,58000,0,3,1,2,998.0,58.0,5.0,325000
2019,33000,4,3,1,1,1198.0,108.0,5.0,750000
2008,70000,4,3,0,2,1497.0,78.0,5.0,185000
2014,48000,4,3,0,1,998.0,67.0,5.0,450000
2020,12400,1,3,1,1,1956.0,169.0,5.0,1710000
2017,92000,1,3,1,1,1493.0,70.0,7.0,665000
2015,64000,1,3,1,1,1582.0,126.0,5.0,871000
2021,18000,0,3,1,1,998.0,58.0,5.0,625000
2016,53376,1,3,1,1,1198.0,77.0,6.0,495000
2016,70000,1,3,1,1,1498.0,99.0,5.0,600000
2019,70000,1,3,1,2,1493.0,70.0,7.0,875000
2014,65123,1,3,1,1,1582.0,126.0,5.0,595000
2014,58600,4,3,1,1,1198.0,87.0,5.0,425000
2021,7500,4,3,1,1,998.0,118.0,5.0,1050000
2019,39000,1,3,1,1,1582.0,126.0,5.0,1299000
2009,23000,4,3,1,1,1086.0,67.0,5.0,175000
2019,27900,4,3,1,1,1462.0,103.0,6.0,994999
2019,42000,0,3,1,1,1373.0,94.0,7.0,1025000
2016,27011,1,3,0,2,2993.0,258.0,7.0,4175000
2016,122000,4,3,1,1,999.0,67.0,5.0,265000
2015,48000,4,3,1,1,1197.0,83.0,5.0,475000
2018,9000,4,3,1,1,1197.0,82.0,5.0,660000
2019,32000,4,3,0,1,999.0,67.0,5.0,490000
2018,54000,4,3,0,1,2694.0,164.0,7.0,1950000
2012,57000,4,3,1,1,1498.0,98.0,5.0,315000
2017,90000,1,3,0,1,2143.0,201.0,5.0,4190000
2016,49000,4,3,1,1,1198.0,87.0,5.0,341000
2018,71000,1,3,1,2,1248.0,89.0,5.0,950000
2014,20000,4,3,1,2,1197.0,85.0,5.0,409999
2012,12300,4,3,1,1,998.0,68.0,5.0,290000
2021,5000,1,3,1,1,1248.0,89.0,5.0,1050000
2013,68000,4,3,1,1,1197.0,85.0,5.0,365000
2019,17000,1,3,0,1,2143.0,136.0,5.0,3100000
2022,15000,1,3,0,1,2184.0,130.0,4.0,1875000
2019,24444,4,3,0,2,1999.0,236.0,7.0,5100000
2015,43000,1,3,1,1,1498.0,89.0,5.0,595000
2020,18000,1,3,0,1,1950.0,192.0,5.0,5200000
2014,82000,1,3,0,1,2993.0,289.0,5.0,6000000
2019,57000,1,3,0,1,2143.0,201.0,5.0,5775000
2021,2610,4,3,0,1,1991.0,201.0,5.0,4975000
2017,92000,1,3,1,2,1248.0,89.0,5.0,650000
2017,40879,4,3,0,1,1197.0,82.0,5.0,521000
2016,80000,1,3,1,1,1498.0,99.0,5.0,570000
2022,5500,1,3,0,0,1950.0,192.0,5.0,8100000
2011,89000,1,3,1,2,1248.0,75.0,5.0,160000
2017,68690,1,1,0,1,2993.0,258.0,5.0,5500000
2018,19000,4,3,1,1,999.0,67.0,5.0,299000
2012,130000,1,3,1,1,1598.0,105.0,5.0,350000
2017,35000,1,3,1,1,1248.0,74.0,5.0,575000
2013,64418,4,3,0,2,1198.0,87.0,5.0,335000
2019,10265,4,3,1,1,1197.0,81.0,5.0,480000
2021,15000,0,3,1,1,998.0,58.0,5.0,675000
2012,85000,1,3,1,1,1498.0,89.0,5.0,350000
2018,90000,1,3,0,2,2143.0,134.0,5.0,2500000
2013,89000,0,3,1,1,998.0,59.0,5.0,260000
2017,43000,0,3,1,1,998.0,58.0,5.0,400000
2017,219000,1,3,0,2,2755.0,174.0,7.0,2750000
2010,261236,4,3,1,1,1998.0,136.0,8.0,555000
2017,50000,1,3,1,1,1248.0,89.0,5.0,790000
2014,48000,4,3,1,3,796.0,47.0,5.0,180000
2019,39000,1,3,1,1,1120.0,71.0,5.0,551000
2018,33030,1,3,1,1,1248.0,89.0,5.0,860000
2013,86000,4,3,1,2,1497.0,116.0,5.0,375000
2017,55000,4,3,0,1,1373.0,91.0,5.0,725000
2017,35000,4,3,1,1,1197.0,81.0,5.0,400000
2022,2000,4,3,0,1,1368.0,161.0,5.0,2275000
2018,90000,1,3,1,1,1956.0,171.0,5.0,1250000
2012,96506,4,3,1,2,1497.0,116.0,5.0,499000
2014,88000,4,3,0,1,1598.0,103.0,5.0,399000
2008,140987,1,3,0,2,2987.0,198.0,5.0,335000
2015,52000,4,3,1,1,1197.0,85.0,5.0,450000
2015,54443,4,3,0,1,998.0,67.0,5.0,409999
2020,9500,1,1,0,1,1950.0,192.0,5.0,6100000
2018,75000,1,3,0,2,2993.0,258.0,7.0,4690000
2017,42000,4,3,0,1,1395.0,148.0,5.0,3000000
2018,25000,4,3,1,2,999.0,67.0,5.0,250000
2021,39000,1,3,0,1,1995.0,190.0,5.0,6200000
2014,86000,1,3,1,1,1248.0,74.0,5.0,590000
2013,50300,1,3,0,2,1995.0,112.0,5.0,1300000
2018,43000,1,3,0,1,2179.0,153.0,7.0,1639999
2013,83555,1,3,1,1,2179.0,140.0,7.0,740000
2019,27500,1,3,1,1,1493.0,70.0,7.0,770000
2013,75000,1,3,1,1,1498.0,89.0,5.0,530000
2015,87000,1,3,0,1,2993.0,258.0,5.0,2975000
2022,5800,1,3,0,1,1493.0,113.0,5.0,1989999
2018,173000,1,3,1,1,2755.0,174.0,7.0,3250000
2021,7000,4,3,0,1,1353.0,138.0,5.0,1975000
2015,121000,1,3,1,1,2179.0,138.0,7.0,735000
2013,96000,1,3,1,1,2179.0,138.0,7.0,425000
2011,38091,4,3,1,1,1197.0,80.0,5.0,315000
2013,34000,4,3,1,1,814.0,55.0,5.0,275000
2018,75000,1,3,1,1,1498.0,99.0,5.0,750000
2014,82000,1,3,1,1,1364.0,67.0,5.0,465000
2021,20000,4,3,1,1,998.0,118.0,5.0,1325000
2008,65000,1,3,1,2,1248.0,74.0,5.0,175000
2020,88000,4,3,0,1,1997.0,247.0,5.0,8900000
2011,65000,4,3,0,2,1991.0,184.0,5.0,950000
2011,65000,1,3,1,1,1248.0,74.0,5.0,275000
2011,41000,4,3,1,2,998.0,68.0,5.0,265000
2010,127000,1,3,1,3,2982.0,171.0,7.0,1000000
2016,51834,4,3,1,2,1497.0,117.0,5.0,730000
2018,28000,4,3,0,1,1368.0,160.0,5.0,1495000
2014,39000,4,3,0,2,1595.0,120.0,5.0,1150000
2015,116592,4,3,0,1,1497.0,117.0,5.0,590000
2014,80000,1,3,0,1,2143.0,168.0,5.0,2450000
2014,32000,4,3,1,1,1199.0,85.0,5.0,299000
2016,21200,1,3,0,1,2143.0,168.0,5.0,2850000
2022,75,4,3,0,1,1997.0,197.0,7.0,2765000
2014,75693,0,3,1,2,998.0,58.0,5.0,365000
2018,85000,1,3,1,1,1248.0,89.0,5.0,850000
2015,49000,4,3,1,1,1497.0,117.0,5.0,480000
2016,71000,1,3,1,2,1120.0,70.0,5.0,345000
2017,80000,4,3,0,1,2996.0,329.0,5.0,5950000
2016,47000,4,3,1,1,1591.0,122.0,5.0,891000
2021,48000,4,3,1,1,1462.0,103.0,5.0,925000
2014,68000,1,3,1,1,1396.0,90.0,5.0,409999
2014,79000,4,3,1,2,1197.0,85.0,5.0,245000
2016,90300,1,3,1,1,2179.0,138.0,7.0,850000
2014,83000,4,3,1,2,814.0,55.0,5.0,275000
2013,73000,4,3,1,1,1196.0,70.0,5.0,240000
2018,60474,1,3,0,1,1995.0,188.0,5.0,4290000
2017,72000,1,3,1,1,1493.0,70.0,7.0,670000
2014,145500,1,3,1,1,1248.0,74.0,5.0,450000
2014,120000,1,3,1,2,1498.0,103.0,5.0,370000
2006,140000,4,3,1,3,1497.0,78.0,5.0,158000
2010,127000,1,3,1,1,1396.0,90.0,5.0,225000
2007,120000,4,3,1,1,1298.0,88.0,5.0,130000
2017,45000,4,3,1,1,1197.0,81.0,5.0,440000
2007,175000,3,3,1,1,1061.0,57.0,5.0,96000
2001,5000,4,3,1,2,796.0,37.0,4.0,45000
2011,90000,1,3,1,1,1364.0,67.0,5.0,350000
2013,169000,1,3,1,1,1399.0,68.0,5.0,200000
2014,68000,1,3,1,2,1461.0,108.0,5.0,500000
2005,100000,4,3,1,2,993.0,60.0,5.0,92000
2009,140000,1,3,1,2,1248.0,73.0,5.0,280000
2009,90000,4,3,1,2,1061.0,67.0,5.0,180000
2016,40000,4,3,1,1,1198.0,82.0,5.0,400000
2016,70000,1,3,1,2,1248.0,88.0,7.0,778000
2012,53000,1,3,1,2,1396.0,90.0,5.0,500000
2002,80000,4,3,1,2,796.0,46.0,5.0,150000
2016,100000,1,3,1,1,1396.0,88.0,5.0,680000
2011,100000,1,3,1,2,1461.0,64.0,5.0,174000
2017,50000,1,3,1,1,1498.0,98.0,5.0,950000
2015,40000,1,3,1,1,1248.0,74.0,5.0,525000
2012,72000,1,3,1,1,1248.0,88.0,5.0,600000
2018,35000,4,3,1,1,1199.0,83.0,5.0,500000
2016,45000,4,3,1,1,1197.0,83.0,5.0,575000
2017,28000,4,3,1,1,796.0,47.0,5.0,275000
2013,70000,1,3,1,1,1248.0,73.0,7.0,300000
2009,120000,4,3,1,1,1061.0,67.0,5.0,220000
2018,25000,4,3,1,1,796.0,34.0,8.0,254999
2017,70000,1,3,1,1,1248.0,88.0,5.0,670000
2012,35000,4,3,1,2,796.0,35.0,5.0,150000
2018,2388,4,3,1,1,1197.0,81.0,5.0,730000
2017,16200,1,3,1,1,1248.0,88.0,5.0,650000
2019,10000,0,3,1,2,796.0,40.0,4.0,330000
2019,15000,4,3,1,1,998.0,67.0,5.0,366000
2019,5000,4,3,1,1,1591.0,121.0,5.0,1149000
2016,42000,4,3,1,1,1198.0,67.0,5.0,150000
2011,60000,1,3,1,2,2179.0,138.0,7.0,425000
2012,76000,4,3,1,1,796.0,37.0,4.0,150000
2019,5000,4,3,0,1,1368.0,160.0,5.0,2100000
2018,28900,4,2,1,1,1497.0,117.0,5.0,925000
2013,86300,4,2,1,1,1497.0,116.0,5.0,425000
2018,23300,4,2,0,1,1197.0,83.0,5.0,675000
2018,32600,1,2,1,1,1248.0,88.0,5.0,819999
2018,10300,4,2,1,1,998.0,67.0,5.0,390000
2014,77000,1,2,1,1,2982.0,168.0,7.0,1500000
2013,99000,1,2,1,1,2494.0,100.0,7.0,700000
2014,27800,1,2,0,2,2143.0,120.0,5.0,1450000
2015,49800,1,2,1,1,1498.0,98.0,5.0,425000
2013,151000,1,2,1,1,2477.0,175.0,7.0,1090000
2015,54700,1,2,1,1,1498.0,98.0,5.0,600000
2018,64000,4,2,1,1,1462.0,103.0,5.0,850000
2015,63000,1,2,1,1,1498.0,98.0,5.0,525000
2016,127700,1,2,0,2,2755.0,171.0,7.0,1650000
2016,99000,1,2,1,1,2494.0,100.0,7.0,950000
2013,33900,1,2,0,2,1968.0,174.0,5.0,1750000
2018,25000,4,2,0,1,1798.0,138.0,5.0,1590000
2013,50000,1,2,0,1,1968.0,187.0,5.0,1689999
2013,59000,1,2,0,1,2143.0,170.0,5.0,1425000
2011,120000,1,3,1,1,1248.0,88.0,5.0,265000
2011,110000,4,3,1,3,1197.0,78.0,5.0,190000
2013,60000,1,3,1,1,1396.0,88.0,5.0,425000
2015,147000,1,3,1,2,1248.0,74.0,5.0,630000
2017,25000,4,3,1,3,1196.0,86.0,5.0,600000
2019,30000,4,3,1,1,1197.0,83.0,5.0,650000
2016,40000,1,3,1,1,1498.0,108.0,5.0,540000
2015,135000,1,3,1,1,1498.0,98.0,5.0,630000
2018,30000,4,3,0,1,998.0,67.0,5.0,448000
2017,80000,1,3,1,1,1498.0,108.0,5.0,500000
2016,70000,1,3,1,1,1248.0,88.0,5.0,745000
2019,9850,1,3,0,1,1248.0,88.0,5.0,1025000
2011,60000,4,3,1,2,1197.0,78.0,5.0,235000
2016,70000,1,3,1,1,1248.0,74.0,5.0,630000
2015,78000,1,3,1,2,2982.0,168.0,7.0,1700000
2013,120000,1,3,1,2,1248.0,74.0,5.0,450000
2012,120000,4,3,1,2,1373.0,93.0,7.0,450000
2013,170000,1,3,1,1,1598.0,103.0,5.0,450000
2016,140000,1,3,1,1,2494.0,100.0,8.0,1200000
2015,90000,1,3,1,1,1498.0,98.0,5.0,610000
2016,30000,4,3,0,2,1998.0,189.0,5.0,2500000
2017,10000,4,2,1,1,998.0,67.0,5.0,484999
2016,49000,4,2,1,1,1198.0,67.0,5.0,275000
2016,32000,4,2,1,1,796.0,47.0,5.0,315000
2016,38000,4,2,1,1,796.0,47.0,5.0,275000
2012,28000,4,2,1,1,1086.0,68.0,5.0,290000
2017,32000,4,2,1,1,796.0,35.0,5.0,280000
2010,44000,3,2,1,1,998.0,58.0,5.0,225000
2015,42000,4,2,1,1,1198.0,74.0,5.0,455000
2015,45000,4,2,1,2,1086.0,68.0,5.0,351000
2012,12000,4,2,1,2,1598.0,103.0,5.0,535000
2009,55500,4,2,1,1,998.0,67.0,5.0,175000
2013,61500,4,2,1,1,1197.0,82.0,5.0,525000
2016,150000,1,3,1,1,1248.0,74.0,5.0,600000
2016,72000,4,2,0,1,1197.0,82.0,5.0,565000
2008,68000,4,2,1,3,796.0,46.0,5.0,120000
2017,110000,1,3,1,1,1396.0,88.0,5.0,725000
2009,77000,4,2,1,2,998.0,67.0,5.0,185000
2010,100000,1,3,1,2,1248.0,90.0,5.0,200000
2019,10000,4,3,1,1,1197.0,81.0,5.0,615000
2016,100000,4,3,1,3,1196.0,73.0,7.0,270000
2018,35000,4,3,1,1,1197.0,83.0,5.0,610000
2014,70000,1,3,0,2,2179.0,120.0,8.0,625000
2020,5000,4,3,1,2,1194.0,94.0,5.0,400000
2017,37800,4,3,1,1,1591.0,121.0,5.0,866000
2010,114000,4,3,1,1,1798.0,160.0,5.0,700000
2010,48000,4,3,1,1,1172.0,65.0,5.0,300000
2019,32000,1,3,1,1,2179.0,155.0,7.0,1700000
2016,100000,1,3,1,1,1405.0,69.0,5.0,375000
2013,150000,1,3,1,2,1582.0,126.0,5.0,522000
2013,69000,1,3,1,1,1396.0,88.0,5.0,451999
2009,100000,4,3,1,2,1798.0,138.0,5.0,300000
2020,13000,4,3,1,1,998.0,67.0,5.0,475000
2016,60000,1,3,1,1,1248.0,88.0,5.0,780000
2017,40000,4,3,1,1,1197.0,83.0,5.0,595000
2017,35000,4,3,1,1,998.0,67.0,5.0,440000
2014,70000,1,3,1,3,1461.0,83.0,5.0,400000
2016,50000,1,3,1,1,1582.0,126.0,5.0,1140000
2017,76139,1,3,1,1,1498.0,98.0,5.0,850000
2012,175000,1,3,1,4,1248.0,73.0,5.0,370000
2018,25000,4,3,1,1,999.0,67.0,5.0,350000
2015,40000,4,3,1,2,998.0,67.0,5.0,360000
2008,65000,4,3,1,4,796.0,46.0,5.0,105000
2013,90000,1,3,1,2,1248.0,88.0,7.0,625000
2009,80000,4,3,1,2,1086.0,62.0,5.0,135000
2015,110000,1,3,1,2,1248.0,88.0,7.0,700000
2019,1303,4,2,1,1,1198.0,86.0,5.0,690000
2018,31800,1,2,0,1,1968.0,188.0,5.0,3975000
2019,20000,4,2,0,1,2487.0,214.0,5.0,5150000
2017,45000,1,2,0,1,1999.0,177.0,5.0,3200000
2017,17000,4,3,0,1,3604.0,280.0,5.0,4100000
2019,21000,1,2,0,1,1999.0,148.0,7.0,4500000
2017,37000,1,2,0,1,2987.0,254.0,5.0,6000000
2018,29500,1,2,0,1,1995.0,187.0,5.0,3790000
2019,7500,1,2,0,1,1995.0,190.0,5.0,5800000
2018,50000,4,2,0,1,1798.0,177.0,5.0,1864999
2016,35000,1,2,0,1,2143.0,204.0,5.0,2700000
2019,19000,4,2,0,1,1451.0,141.0,5.0,1750000
2017,41000,4,2,0,1,1497.0,117.0,5.0,795000
2013,39000,4,2,0,1,1798.0,138.0,5.0,625000
2018,22000,1,2,0,1,1969.0,190.0,5.0,3400000
2015,53000,1,2,0,1,2967.0,241.0,7.0,2650000
2015,40000,1,2,1,1,1248.0,88.0,5.0,535000
2017,47000,1,2,0,1,2987.0,282.0,5.0,5850000
2010,72200,4,2,0,2,2497.0,150.0,5.0,975000
2016,49900,4,2,1,1,1797.0,147.0,5.0,805000
2017,9000,1,2,0,1,1999.0,177.0,5.0,2625000
2018,11000,4,2,1,1,1198.0,108.0,5.0,811000
2011,49000,4,3,1,1,1598.0,103.0,5.0,375000
2012,95000,4,3,1,1,1797.0,147.0,5.0,550000
2016,11000,4,2,0,1,1598.0,103.0,5.0,645000
2018,18000,4,2,0,1,1991.0,183.0,5.0,2550000
2014,46100,4,2,1,1,1373.0,93.0,7.0,599000
2017,16000,4,2,0,1,1991.0,181.0,5.0,2700000
2017,18000,4,2,0,1,1497.0,116.0,5.0,875000
2019,9654,4,2,0,1,1197.0,81.0,5.0,894999
2011,11000,4,2,1,1,998.0,67.0,5.0,175000
2012,24300,4,2,1,1,1197.0,81.0,5.0,340000
2016,42163,1,2,0,2,2755.0,171.0,7.0,1525000
2018,8000,1,2,0,1,1497.0,108.0,5.0,1025000
2016,30000,1,2,0,1,1995.0,190.0,5.0,2150000
2016,41000,4,2,0,1,2494.0,157.0,5.0,1900000
2016,12000,1,2,0,1,1995.0,190.0,5.0,2900000
2009,71000,4,2,0,1,2362.0,164.0,5.0,450000
2016,20000,4,3,1,1,1373.0,91.0,7.0,850000
2017,30000,4,3,0,1,1969.0,400.0,4.0,10000000
2011,100000,1,3,1,2,1598.0,103.0,5.0,300000
2018,9500,4,3,1,1,1196.0,86.0,5.0,575000
2011,120000,1,3,1,1,1399.0,68.0,5.0,160000
2015,36600,4,3,1,1,1197.0,81.0,5.0,515000
2015,50000,4,3,0,2,998.0,67.0,5.0,390000
2016,14000,4,3,1,2,1197.0,81.0,5.0,550000
1999,40000,4,3,1,2,796.0,37.0,4.0,40000
2010,120000,1,3,1,1,1248.0,73.0,5.0,220000
2015,70000,4,3,1,1,1197.0,82.0,5.0,425000
2019,13000,4,3,1,1,999.0,75.0,5.0,480000
2014,60000,4,3,1,2,1197.0,82.0,5.0,400000
2014,35000,4,3,1,1,1197.0,85.0,5.0,487000
2016,44000,4,3,1,2,1197.0,82.0,5.0,386000
2005,120000,4,3,1,2,1493.0,100.0,5.0,100000
2010,60000,1,3,1,1,1364.0,87.0,5.0,300000
2000,60000,4,3,1,1,796.0,53.0,5.0,100000
2014,30000,1,3,1,2,2982.0,168.0,7.0,1750000
2016,15000,4,3,1,2,1198.0,82.0,6.0,450000
2017,90000,1,3,1,1,1248.0,74.0,5.0,490000
2009,47000,4,3,1,2,1497.0,118.0,5.0,345000
2005,90000,4,3,1,1,993.0,60.0,5.0,85000
2010,120600,4,3,1,2,998.0,67.0,5.0,215000
2010,100000,4,3,1,3,1599.0,103.0,5.0,320000
2016,60000,4,3,1,2,1197.0,83.0,5.0,459999
2005,86000,4,3,1,1,1341.0,83.0,5.0,65000
2020,5000,4,3,1,1,1197.0,81.0,5.0,720000
2017,37000,1,3,1,1,1248.0,88.0,5.0,800000
2019,14000,4,3,1,1,1199.0,84.0,5.0,520000
2015,70000,1,3,1,1,1248.0,88.0,7.0,580000
2015,50000,4,3,1,1,1497.0,117.0,5.0,600000
2014,60000,4,3,1,2,1198.0,86.0,5.0,290000
2016,50000,0,3,1,1,998.0,58.0,5.0,360000
2017,50000,4,3,1,1,1197.0,83.0,5.0,550000
2013,70000,4,3,1,1,1197.0,82.0,5.0,375000
2018,35000,4,3,0,1,998.0,67.0,5.0,420000
2017,20000,4,3,1,1,1197.0,81.0,5.0,550000
2018,20000,4,3,1,1,796.0,47.0,5.0,270000
2018,7800,4,3,0,1,1197.0,81.0,5.0,700000
2017,20000,4,3,1,1,1197.0,81.0,5.0,500000
2019,15000,1,3,1,1,2179.0,147.0,7.0,1250000
2013,31377,4,3,1,2,1197.0,82.0,5.0,320000
2018,50000,1,3,1,1,1248.0,74.0,5.0,700000
2015,60000,4,3,1,1,998.0,67.0,5.0,290000
2012,100000,4,3,0,1,1794.0,138.0,5.0,550000
2012,60000,4,3,1,1,1198.0,86.0,5.0,265000
2018,5000,4,3,0,1,1197.0,83.0,5.0,830000
2017,60000,1,3,1,1,2179.0,147.0,7.0,800000
2011,25000,4,3,1,2,796.0,46.0,5.0,160000
2018,30000,4,3,1,1,799.0,53.0,5.0,335000
2017,80000,4,3,1,2,1198.0,67.0,5.0,329000
2017,75000,1,3,1,1,1248.0,88.0,5.0,775000
2020,32000,4,3,1,1,1197.0,81.0,5.0,524000
2015,40000,4,3,1,1,796.0,47.0,5.0,245000
2012,93000,4,3,1,2,1197.0,80.0,5.0,275000
2018,60000,4,3,1,1,1193.0,88.0,5.0,520000
2014,37000,4,3,1,1,1498.0,97.0,5.0,550000
2018,15000,4,3,1,1,1497.0,121.0,5.0,910000
2015,80000,4,3,1,1,1198.0,67.0,5.0,300000
2016,140000,4,3,1,1,998.0,67.0,5.0,350000
2013,70000,1,3,1,1,2696.0,162.0,7.0,900000
2013,120000,1,3,1,2,1493.0,100.0,7.0,300000
2010,110000,1,3,1,2,1248.0,73.0,5.0,250000
2017,37000,1,3,1,1,1582.0,126.0,5.0,1100000
2016,44000,4,3,1,1,799.0,53.0,5.0,270000
2015,80000,1,3,1,1,1248.0,88.0,7.0,640000
2015,125000,1,3,1,1,2179.0,140.0,7.0,650000
2017,13500,4,3,1,1,1196.0,73.0,5.0,409999
